 .eslintrc.js                                                                                                                |   103 ++++++++++++++++++++++++++++++++---------------------------------
 browser/base/content/test/trackingUI/browser_trackingUI_state.js                                                            |   591 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/test/trackingUI/browser_trackingUI_state_all_disabled.js                                               |   113 ++++++++++++++++++++++++++++++++++++++++++++---------------------------
 browser/base/content/test/trackingUI/browser_trackingUI_state_reset.js                                                      |    80 +++++++++++++++++++++++++++++++++++----------------
 browser/base/content/test/trackingUI/browser_trackingUI_telemetry.js                                                        |   247 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------
 browser/base/content/test/trackingUI/browser_trackingUI_trackers_subview.js                                                 |   221 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------
 browser/base/content/test/trackingUI/head.js                                                                                |   116 ++++++++++++++++++++++++++++++++++++++++---------------------------------
 browser/base/content/test/trackingUI/trackingAPI.js                                                                         |    82 +++++++++++++++++++++++++++++-----------------------
 browser/base/content/test/webextensions/.eslintrc.js                                                                        |    10 +++----
 browser/base/content/test/webextensions/browser_extension_sideloading.js                                                    |   575 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/test/webextensions/browser_extension_update_background.js                                              |   453 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------------------------
 browser/base/content/test/webextensions/browser_extension_update_background_noprompt.js                                     |   176 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------
 browser/base/content/test/webextensions/browser_permissions_dismiss.js                                                      |    98 ++++++++++++++++++++++++++++++++++----------------------------
 browser/base/content/test/webextensions/browser_permissions_installTrigger.js                                               |    14 +++++----
 browser/base/content/test/webextensions/browser_permissions_local_file.js                                                   |   134 +++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------
 browser/base/content/test/webextensions/browser_permissions_mozAddonManager.js                                              |    14 +++++----
 browser/base/content/test/webextensions/browser_permissions_optional.js                                                     |    82 +++++++++++++++++++++++++++++-----------------------
 browser/base/content/test/webextensions/browser_permissions_pointerevent.js                                                 |    90 +++++++++++++++++++++++++++++++++------------------------
 browser/base/content/test/webextensions/browser_permissions_unsigned.js                                                     |    80 +++++++++++++++++++++++++++++----------------------
 browser/base/content/test/webextensions/browser_update_checkForUpdates.js                                                   |    23 ++++++++-------
 browser/base/content/test/webextensions/browser_update_findUpdates.js                                                       |     2 +-
 browser/base/content/test/webextensions/browser_update_interactive_noprompt.js                                              |   107 ++++++++++++++++++++++++++++++++++++++------------------------------
 browser/base/content/test/webextensions/head.js                                                                             |   869 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/test/webrtc/.eslintrc.js                                                                               |     4 +--
 browser/base/content/test/webrtc/browser_devices_get_user_media.js                                                          |  1265 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/test/webrtc/browser_devices_get_user_media_anim.js                                                     |   161 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------
 browser/base/content/test/webrtc/browser_devices_get_user_media_default_permissions.js                                      |   329 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------------------------------------------------
 browser/base/content/test/webrtc/browser_devices_get_user_media_in_frame.js                                                 |   587 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/test/webrtc/browser_devices_get_user_media_multi_process.js                                            |   857 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/test/webrtc/browser_devices_get_user_media_paused.js                                                   |   562 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/test/webrtc/browser_devices_get_user_media_queue_request.js                                            |   317 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------------------------------
 browser/base/content/test/webrtc/browser_devices_get_user_media_screen.js                                                   |  1330 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/test/webrtc/browser_devices_get_user_media_tear_off_tab.js                                             |   115 ++++++++++++++++++++++++++++++++++++++++---------------------------------
 browser/base/content/test/webrtc/browser_devices_get_user_media_unprompted_access.js                                        |   535 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/test/webrtc/browser_devices_get_user_media_unprompted_access_in_frame.js                               |   427 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/test/webrtc/browser_devices_get_user_media_unprompted_access_queue_request.js                          |    53 +++++++++++++++++-----------------
 browser/base/content/test/webrtc/browser_devices_get_user_media_unprompted_access_tear_off_tab.js                           |   112 ++++++++++++++++++++++++++++++++++++++++-------------------------------
 browser/base/content/test/webrtc/browser_webrtc_hooks.js                                                                    |   609 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/test/webrtc/get_user_media_content_script.js                                                           |   210 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------
 browser/base/content/test/webrtc/head.js                                                                                    |  1030 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/utilityOverlay.js                                                                                      |  1693 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/webext-panels.js                                                                                       |   252 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------
 browser/base/content/webrtcIndicator.js                                                                                     |   329 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------------------------------------------------------
 browser/branding/aurora/pref/firefox-branding.js                                                                            |    17 +++++++----
 browser/branding/nightly/pref/firefox-branding.js                                                                           |    25 ++++++++++++----
 browser/components/.eslintrc.js                                                                                             |    10 +++----
 browser/components/BrowserContentHandler.jsm                                                                                |  1512 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/components/BrowserGlue.jsm                                                                                          |  7366 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/components/about/AboutPrivateBrowsingHandler.jsm                                                                    |   198 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------------
 browser/components/about/test/unit/.eslintrc.js                                                                             |     4 +--
 browser/components/about/test/unit/test_getURIFlags.js                                                                      |     8 +++---
 browser/components/aboutconfig/content/aboutconfig.js                                                                       |   945 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/components/aboutconfig/test/browser/.eslintrc.js                                                                    |     4 +--
 browser/components/aboutconfig/test/browser/browser_accessibility.js                                                        |    34 +++++++++++-----------
 browser/components/aboutconfig/test/browser/browser_basic.js                                                                |    76 ++++++++++++++++++++++++++----------------------
 browser/components/aboutconfig/test/browser/browser_clipboard.js                                                            |   180 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------
 browser/components/aboutconfig/test/browser/browser_edit.js                                                                 |   368 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------------------------------
 browser/components/aboutconfig/test/browser/browser_locked.js                                                               |    94 ++++++++++++++++++++++++++++++++----------------------------
 browser/components/aboutconfig/test/browser/browser_observe.js                                                              |   278 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------
 browser/components/aboutconfig/test/browser/browser_search.js                                                               |   217 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------
 browser/components/aboutconfig/test/browser/browser_warning.js                                                              |    62 +++++++++++++++++++++------------------
 browser/components/aboutconfig/test/browser/head.js                                                                         |   269 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------------------
 browser/components/attribution/AttributionCode.jsm                                                                          |   243 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------
 browser/components/attribution/test/xpcshell/.eslintrc.js                                                                   |     2 +-
 browser/components/attribution/test/xpcshell/test_AttributionCode.js                                                        |   171 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------
 browser/components/attribution/test/xpcshell/test_attribution.js                                                            |    45 +++++++++++++++++------------
 browser/components/contextualidentity/test/browser/.eslintrc.js                                                             |     4 +--
 browser/components/contextualidentity/test/browser/browser_aboutURLs.js                                                     |    93 +++++++++++++++++++++++++++++++----------------------------
 browser/components/contextualidentity/test/browser/browser_blobUrl.js                                                       |   127 +++++++++++++++++++++++++++++++++++++++++++++++---------------------------------
 browser/components/contextualidentity/test/browser/browser_broadcastchannel.js                                              |   212 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------------------
 browser/components/contextualidentity/test/browser/browser_count_and_remove.js                                              |   134 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------
 browser/components/contextualidentity/test/browser/browser_eme.js                                                           |   314 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------
 browser/components/contextualidentity/test/browser/browser_favicon.js                                                       |   205 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------------
 browser/components/contextualidentity/test/browser/browser_forgetAPI_EME_forgetThisSite.js                                  |   350 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------------------------------------
 browser/components/contextualidentity/test/browser/browser_forgetAPI_cookie_getCookiesWithOriginAttributes.js               |   124 ++++++++++++++++++++++++++++++++++++++++++++----------------------------------
 browser/components/contextualidentity/test/browser/browser_forgetAPI_quota_clearStoragesForPrincipal.js                     |   255 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------
 browser/components/contextualidentity/test/browser/browser_forgetaboutsite.js                                               |   609 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/components/contextualidentity/test/browser/browser_imageCache.js                                                    |    63 +++++++++++++++++++++++-----------------
 browser/components/contextualidentity/test/browser/browser_middleClick.js                                                   |    81 +++++++++++++++++++++++++++------------------------
 browser/components/contextualidentity/test/browser/browser_newtabButton.js                                                  |   257 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------------
 browser/components/contextualidentity/test/browser/browser_relatedTab.js                                                    |    86 +++++++++++++++++++++++++++++++++++++++----------------
 browser/components/contextualidentity/test/browser/browser_reopenIn.js                                                      |   246 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------------------
 browser/components/contextualidentity/test/browser/browser_restore_getCookiesWithOriginAttributes.js                        |   148 +++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------
 browser/components/contextualidentity/test/browser/browser_saveLink.js                                                      |   204 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------------
 browser/components/contextualidentity/test/browser/browser_serviceworkers.js                                                |   157 +++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------
 browser/components/contextualidentity/test/browser/browser_usercontext.js                                                   |   134 ++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------
 browser/components/contextualidentity/test/browser/browser_usercontextid_new_window.js                                      |   130 ++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------
 browser/components/contextualidentity/test/browser/browser_usercontextid_tabdrop.js                                         |   270 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------
 browser/components/contextualidentity/test/browser/browser_windowName.js                                                    |   116 +++++++++++++++++++++++++++++++++++++++----------------------------------
 browser/components/contextualidentity/test/browser/browser_windowOpen.js                                                    |    48 ++++++++++++++++---------------
 browser/components/customizableui/CustomizableUI.jsm                                                                        |  9278 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/components/customizableui/CustomizableWidgets.jsm                                                                   |  1674 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
