 .eslintrc.js                                                                                                                |    87 +++++++++++++++++++++++++++++++--------------------------------
 devtools/client/inspector/markup/test/browser_markup_events_jquery_1.3.js                                                   |    34 ++++++-------------------
 devtools/client/inspector/markup/test/browser_markup_events_jquery_1.4.js                                                   |    49 ++++++++----------------------------
 devtools/client/inspector/markup/test/browser_markup_events_jquery_1.6.js                                                   |    69 +++++++++++---------------------------------------
 devtools/client/inspector/markup/test/browser_markup_events_jquery_1.7.js                                                   |    59 ++++++++++---------------------------------
 devtools/client/inspector/markup/test/browser_markup_events_jquery_2.1.1.js                                                 |    39 +++++++----------------------
 devtools/client/inspector/markup/test/browser_markup_events_object_listener.js                                              |    31 ++++++++---------------
 devtools/client/inspector/markup/test/browser_markup_events_react_development_15.4.1.js                                     |    44 ++++++++------------------------
 devtools/client/inspector/markup/test/browser_markup_events_react_development_15.4.1_jsx.js                                 |    47 ++++++++++------------------------
 devtools/client/inspector/markup/test/browser_markup_events_react_production_15.3.1.js                                      |    44 ++++++++------------------------
 devtools/client/inspector/markup/test/browser_markup_events_react_production_15.3.1_jsx.js                                  |    47 ++++++++++------------------------
 devtools/client/inspector/markup/test/browser_markup_events_react_production_16.2.0.js                                      |    44 ++++++++------------------------
 devtools/client/inspector/markup/test/browser_markup_events_react_production_16.2.0_jsx.js                                  |    47 ++++++++++------------------------
 devtools/client/inspector/markup/test/browser_markup_events_source_map.js                                                   |    17 ++++++-------
 devtools/client/inspector/markup/test/browser_markup_flex_display_badge.js                                                  |    57 ++++++++++++++++++++++++++++++------------
 devtools/client/inspector/markup/test/browser_markup_flex_display_badge_telemetry.js                                        |    11 +++++---
 devtools/client/inspector/markup/test/browser_markup_grid_display_badge_01.js                                               |    67 +++++++++++++++++++++++++++++++++----------------
 devtools/client/inspector/markup/test/browser_markup_grid_display_badge_02.js                                               |   277 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------
 devtools/client/inspector/markup/test/browser_markup_grid_display_badge_telemetry.js                                        |    10 +++++---
 devtools/client/inspector/markup/test/browser_markup_html_edit_01.js                                                        |   132 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------
 devtools/client/inspector/markup/test/browser_markup_html_edit_02.js                                                        |    75 ++++++++++++++++++++++++++++++++-----------------------
 devtools/client/inspector/markup/test/browser_markup_html_edit_03.js                                                        |   246 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------
 devtools/client/inspector/markup/test/browser_markup_html_edit_undo-redo.js                                                 |    50 ++++++++++++++++++++++++-------------
 devtools/client/inspector/markup/test/browser_markup_image_tooltip.js                                                       |    31 +++++++++++++++--------
 devtools/client/inspector/markup/test/browser_markup_image_tooltip_mutations.js                                             |    33 ++++++++++++++++--------
 devtools/client/inspector/markup/test/browser_markup_keybindings_01.js                                                      |     4 +--
 devtools/client/inspector/markup/test/browser_markup_keybindings_02.js                                                      |     4 +--
 devtools/client/inspector/markup/test/browser_markup_keybindings_03.js                                                      |    46 ++++++++++++++++++++++------------
 devtools/client/inspector/markup/test/browser_markup_keybindings_04.js                                                      |    33 ++++++++++++++++--------
 devtools/client/inspector/markup/test/browser_markup_keybindings_delete_attributes.js                                       |    49 ++++++++++++++++++++++--------------
 devtools/client/inspector/markup/test/browser_markup_keybindings_scrolltonode.js                                            |    12 +++++----
 devtools/client/inspector/markup/test/browser_markup_links_01.js                                                            |   251 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------
 devtools/client/inspector/markup/test/browser_markup_links_02.js                                                            |    19 ++++++++------
 devtools/client/inspector/markup/test/browser_markup_links_03.js                                                            |    11 ++++----
 devtools/client/inspector/markup/test/browser_markup_links_04.js                                                            |   160 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------
 devtools/client/inspector/markup/test/browser_markup_links_05.js                                                            |    30 +++++++++++++---------
 devtools/client/inspector/markup/test/browser_markup_links_06.js                                                            |    10 ++++----
 devtools/client/inspector/markup/test/browser_markup_links_07.js                                                            |    54 ++++++++++++++++++++++++++++------------
 devtools/client/inspector/markup/test/browser_markup_load_01.js                                                             |    21 ++++++++++------
 devtools/client/inspector/markup/test/browser_markup_mutation_01.js                                                         |   241 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------
 devtools/client/inspector/markup/test/browser_markup_mutation_02.js                                                         |   130 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------
 devtools/client/inspector/markup/test/browser_markup_navigation.js                                                          |    28 +++++++++++++--------
 devtools/client/inspector/markup/test/browser_markup_node_names.js                                                          |    19 +++++++++-----
 devtools/client/inspector/markup/test/browser_markup_node_names_namespaced.js                                               |    26 +++++++++++++------
 devtools/client/inspector/markup/test/browser_markup_node_not_displayed_01.js                                               |    23 +++++++++--------
 devtools/client/inspector/markup/test/browser_markup_node_not_displayed_02.js                                               |    41 ++++++++++++++++++------------
 devtools/client/inspector/markup/test/browser_markup_pagesize_01.js                                                         |    62 ++++++++++++++++++++++++---------------------
 devtools/client/inspector/markup/test/browser_markup_pagesize_02.js                                                         |    10 +++++---
 devtools/client/inspector/markup/test/browser_markup_pseudo_on_reload.js                                                    |    10 ++++++--
 devtools/client/inspector/markup/test/browser_markup_remove_xul_attributes.js                                               |    15 +++++++----
 devtools/client/inspector/markup/test/browser_markup_screenshot_node.js                                                     |     6 ++++-
 devtools/client/inspector/markup/test/browser_markup_screenshot_node_iframe.js                                              |     6 ++++-
 devtools/client/inspector/markup/test/browser_markup_screenshot_node_shadowdom.js                                           |    12 +++++++--
 devtools/client/inspector/markup/test/browser_markup_scrollable_badge.js                                                    |    12 ++++++---
 devtools/client/inspector/markup/test/browser_markup_search_01.js                                                           |    16 ++++++++----
 devtools/client/inspector/markup/test/browser_markup_shadowdom.js                                                           |    43 ++++++++++++++++++--------------
 devtools/client/inspector/markup/test/browser_markup_shadowdom_clickreveal.js                                               |    35 ++++++++++++++++++--------
 devtools/client/inspector/markup/test/browser_markup_shadowdom_clickreveal_scroll.js                                        |    12 ++++++---
 devtools/client/inspector/markup/test/browser_markup_shadowdom_copy_paths.js                                                |    40 ++++++++++++++++++-----------
 devtools/client/inspector/markup/test/browser_markup_shadowdom_delete.js                                                    |    19 ++++++++++----
 devtools/client/inspector/markup/test/browser_markup_shadowdom_dynamic.js                                                   |    10 +++++---
 devtools/client/inspector/markup/test/browser_markup_shadowdom_hover.js                                                     |    13 +++++++---
 devtools/client/inspector/markup/test/browser_markup_shadowdom_maxchildren.js                                               |    41 ++++++++++++++++++++++--------
 devtools/client/inspector/markup/test/browser_markup_shadowdom_mutations_shadow.js                                          |    18 ++++++++++----
 devtools/client/inspector/markup/test/browser_markup_shadowdom_navigation.js                                                |    34 +++++++++++++++++--------
 devtools/client/inspector/markup/test/browser_markup_shadowdom_nested_pick_inspect.js                                       |    55 ++++++++++++++++++++++++++++++----------
 devtools/client/inspector/markup/test/browser_markup_shadowdom_noslot.js                                                    |    10 +++++---
 devtools/client/inspector/markup/test/browser_markup_shadowdom_open_debugger.js                                             |    33 ++++++++++++++++--------
 devtools/client/inspector/markup/test/browser_markup_shadowdom_shadowroot_mode.js                                           |     2 +-
 devtools/client/inspector/markup/test/browser_markup_shadowdom_show_nodes_button.js                                         |     7 +++---
 devtools/client/inspector/markup/test/browser_markup_shadowdom_slotted_keyboard_focus.js                                    |     6 +++--
 devtools/client/inspector/markup/test/browser_markup_shadowdom_slotupdate.js                                                |     2 +-
 devtools/client/inspector/markup/test/browser_markup_shadowdom_ua_widgets.js                                                |    41 +++++++++++++++++++++++-------
 devtools/client/inspector/markup/test/browser_markup_shadowdom_ua_widgets_with_nac.js                                       |    31 +++++++++++++++++------
 devtools/client/inspector/markup/test/browser_markup_tag_delete_whitespace_node.js                                          |    23 +++++++++++------
 devtools/client/inspector/markup/test/browser_markup_tag_edit_01.js                                                         |   106 ++++++++++++++++++++++++++++++++++++++++-------------------------------------
 devtools/client/inspector/markup/test/browser_markup_tag_edit_02.js                                                         |    45 ++++++++++++++++++++++-----------
 devtools/client/inspector/markup/test/browser_markup_tag_edit_03.js                                                         |    26 ++++++++++++-------
 devtools/client/inspector/markup/test/browser_markup_tag_edit_04-backspace.js                                               |    42 +++++++++++++++++--------------
 devtools/client/inspector/markup/test/browser_markup_tag_edit_04-delete.js                                                  |    42 +++++++++++++++++--------------
 devtools/client/inspector/markup/test/browser_markup_tag_edit_05.js                                                         |   107 ++++++++++++++++++++++++++++++++++++++++++------------------------------------
 devtools/client/inspector/markup/test/browser_markup_tag_edit_06.js                                                         |   123 ++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------
 devtools/client/inspector/markup/test/browser_markup_tag_edit_07.js                                                         |   250 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------------------
 devtools/client/inspector/markup/test/browser_markup_tag_edit_08.js                                                         |   112 +++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------
 devtools/client/inspector/markup/test/browser_markup_tag_edit_09.js                                                         |    50 +++++++++++++++++++++++--------------
 devtools/client/inspector/markup/test/browser_markup_tag_edit_10.js                                                         |    16 ++++++++----
 devtools/client/inspector/markup/test/browser_markup_tag_edit_11.js                                                         |     2 +-
 devtools/client/inspector/markup/test/browser_markup_tag_edit_12.js                                                         |    32 ++++++++++++++----------
 devtools/client/inspector/markup/test/browser_markup_tag_edit_13-other.js                                                   |     8 +++---
 devtools/client/inspector/markup/test/browser_markup_tag_edit_avoid_refocus.js                                              |    21 +++++++++++-----
 devtools/client/inspector/markup/test/browser_markup_tag_edit_long-classname.js                                             |    27 ++++++++++++++------
 devtools/client/inspector/markup/test/browser_markup_template.js                                                            |    15 +++++++----
 devtools/client/inspector/markup/test/browser_markup_textcontent_display.js                                                 |   122 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------
 devtools/client/inspector/markup/test/browser_markup_textcontent_edit_01.js                                                 |    75 +++++++++++++++++++++++++++++++++++++++----------------
 devtools/client/inspector/markup/test/browser_markup_textcontent_edit_02.js                                                 |    18 +++++++++-----
 devtools/client/inspector/markup/test/browser_markup_toggle_01.js                                                           |    31 ++++++++++++++++-------
 devtools/client/inspector/markup/test/browser_markup_toggle_02.js                                                           |    31 ++++++++++++++++-------
 devtools/client/inspector/markup/test/browser_markup_toggle_03.js                                                           |    32 ++++++++++++++++--------
 devtools/client/inspector/markup/test/browser_markup_toggle_04.js                                                           |    13 +++++++---
 devtools/client/inspector/markup/test/browser_markup_toggle_closing_tag_line.js                                             |    26 +++++++++++++------
 devtools/client/inspector/markup/test/browser_markup_update-on-navigtion.js                                                 |     6 +++--
 devtools/client/inspector/markup/test/browser_markup_view-source.js                                                         |    33 ++++++++++++++----------
 devtools/client/inspector/markup/test/browser_markup_void_elements_html.js                                                  |    30 ++++++++++++++--------
 devtools/client/inspector/markup/test/browser_markup_void_elements_xhtml.js                                                 |    24 +++++++++++-------
 devtools/client/inspector/markup/test/browser_markup_whitespace.js                                                          |    49 +++++++++++++++++++++++++-----------
 devtools/client/inspector/markup/test/head.js                                                                               |   198 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------
 devtools/client/inspector/markup/test/helper_attributes_test_runner.js                                                      |    17 ++++++++-----
 devtools/client/inspector/markup/test/helper_diff.js                                                                        |   155 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------
 devtools/client/inspector/markup/test/helper_events_test_runner.js                                                          |    64 +++++++++++++++++++++++++++++++----------------
 devtools/client/inspector/markup/test/helper_markup_accessibility_navigation.js                                             |    20 ++++++++++-----
 devtools/client/inspector/markup/test/helper_outerhtml_test_runner.js                                                       |    38 ++++++++++++++++++++--------
 devtools/client/inspector/markup/test/helper_screenshot_node.js                                                             |    17 ++++++++++---
 devtools/client/inspector/markup/test/helper_style_attr_test_runner.js                                                      |    28 +++++++++++++++------
 devtools/client/inspector/markup/utils.js                                                                                   |    27 ++++++++++----------
 devtools/client/inspector/markup/views/element-container.js                                                                 |    62 +++++++++++++++++++++++++++++++--------------
 devtools/client/inspector/markup/views/element-editor.js                                                                    |   288 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------
 devtools/client/inspector/markup/views/html-editor.js                                                                       |    11 +++-----
 devtools/client/inspector/markup/views/markup-container.js                                                                  |    84 +++++++++++++++++++++++++++++++++++++++----------------------
 devtools/client/inspector/markup/views/read-only-container.js                                                               |    13 ++++++----
 devtools/client/inspector/markup/views/read-only-editor.js                                                                  |     2 +-
 devtools/client/inspector/markup/views/root-container.js                                                                    |     7 +++---
 devtools/client/inspector/markup/views/slotted-node-container.js                                                            |    15 ++++++++---
 devtools/client/inspector/markup/views/slotted-node-editor.js                                                               |    13 ++++++----
 devtools/client/inspector/markup/views/text-container.js                                                                    |    10 +++++---
 devtools/client/inspector/markup/views/text-editor.js                                                                       |    75 ++++++++++++++++++++++++++++++++++++-------------------
 devtools/client/inspector/panel.js                                                                                          |     2 +-
 devtools/client/inspector/rules/actions/class-list.js                                                                       |    13 +++-------
 devtools/client/inspector/rules/actions/index.js                                                                            |    53 ++++++++++++++++++++-------------------
 devtools/client/inspector/rules/actions/pseudo-classes.js                                                                   |    12 ++++-----
 devtools/client/inspector/rules/actions/rules.js                                                                            |    16 ++++++------
 devtools/client/inspector/rules/components/ClassListPanel.js                                                                |    76 ++++++++++++++++++++++++++++---------------------------
 devtools/client/inspector/rules/components/Declaration.js                                                                   |   264 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------
 devtools/client/inspector/rules/components/Declarations.js                                                                  |    45 +++++++++++++++++----------------
 devtools/client/inspector/rules/components/PseudoClassPanel.js                                                              |    45 ++++++++++++++++-----------------
 devtools/client/inspector/rules/components/Rule.js                                                                          |   152 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------
 devtools/client/inspector/rules/components/Rules.js                                                                         |    11 +++++---
 devtools/client/inspector/rules/components/RulesApp.js                                                                      |    87 ++++++++++++++++++++++++++++++++++-----------------------------
 devtools/client/inspector/rules/components/SearchBox.js                                                                     |    25 +++++++++----------
 devtools/client/inspector/rules/components/Selector.js                                                                      |    79 ++++++++++++++++++++++++++++++++--------------------------
 devtools/client/inspector/rules/components/SelectorHighlighter.js                                                           |    29 ++++++++++-----------
 devtools/client/inspector/rules/components/SourceLink.js                                                                    |    35 +++++++++++++-------------
 devtools/client/inspector/rules/components/Toolbar.js                                                                       |   100 +++++++++++++++++++++++++++++++++++++------------------------------------
 devtools/client/inspector/rules/models/class-list.js                                                                        |    41 +++++++++++++++++-------------
 devtools/client/inspector/rules/models/element-style.js                                                                     |   228 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------
 devtools/client/inspector/rules/models/rule.js                                                                              |   180 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------
 devtools/client/inspector/rules/models/text-property.js                                                                     |    14 ++++++++---
 devtools/client/inspector/rules/new-rules.js                                                                                |   165 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------
 devtools/client/inspector/rules/reducers/class-list.js                                                                      |    12 ++++-----
 devtools/client/inspector/rules/reducers/pseudo-classes.js                                                                  |    31 ++++++++++++-----------
 devtools/client/inspector/rules/reducers/rules.js                                                                           |    31 ++++++++++++-----------
 devtools/client/inspector/rules/rules.js                                                                                    |   518 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------------------------------------------------------------------------------------
 devtools/client/inspector/rules/test/.eslintrc.js                                                                           |     2 +-
 devtools/client/inspector/rules/test/browser_rules_add-property-and-reselect.js                                             |     2 +-
 devtools/client/inspector/rules/test/browser_rules_add-property-cancel_01.js                                                |    31 +++++++++++++++--------
 devtools/client/inspector/rules/test/browser_rules_add-property-cancel_02.js                                                |    23 +++++++++++------
 devtools/client/inspector/rules/test/browser_rules_add-property-cancel_03.js                                                |    23 +++++++++++------
 devtools/client/inspector/rules/test/browser_rules_add-property-commented.js                                                |    12 ++++++---
 devtools/client/inspector/rules/test/browser_rules_add-property-svg.js                                                      |     9 ++++---
 devtools/client/inspector/rules/test/browser_rules_add-property_01.js                                                       |     2 +-
 devtools/client/inspector/rules/test/browser_rules_add-property_02.js                                                       |    36 +++++++++++++++++++--------
 devtools/client/inspector/rules/test/browser_rules_add-rule-and-property.js                                                 |     6 +++--
 devtools/client/inspector/rules/test/browser_rules_add-rule-button-state.js                                                 |     2 +-
 devtools/client/inspector/rules/test/browser_rules_add-rule-edit-selector.js                                                |     2 +-
 devtools/client/inspector/rules/test/browser_rules_add-rule-iframes.js                                                      |     5 ++--
 devtools/client/inspector/rules/test/browser_rules_add-rule-namespace-elements.js                                           |     6 ++---
 devtools/client/inspector/rules/test/browser_rules_add-rule-pseudo-class.js                                                 |    14 ++++++-----
 devtools/client/inspector/rules/test/browser_rules_add-rule-then-property-edit-selector.js                                  |     9 ++++---
 devtools/client/inspector/rules/test/browser_rules_add-rule-with-menu.js                                                    |     9 ++++---
 devtools/client/inspector/rules/test/browser_rules_add-rule.js                                                              |     6 ++---
 devtools/client/inspector/rules/test/browser_rules_authored.js                                                              |    64 +++++++++++++++++++++++++++++++----------------
 devtools/client/inspector/rules/test/browser_rules_authored_color.js                                                        |    35 ++++++++++++++++++--------
 devtools/client/inspector/rules/test/browser_rules_authored_override.js                                                     |    28 ++++++++++++---------
 devtools/client/inspector/rules/test/browser_rules_blob_stylesheet.js                                                       |    16 ++++++++----
 devtools/client/inspector/rules/test/browser_rules_class_panel_add.js                                                       |    86 +++++++++++++++++++++++++++++++++++++--------------------------
 devtools/client/inspector/rules/test/browser_rules_class_panel_content.js                                                   |   134 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------
 devtools/client/inspector/rules/test/browser_rules_class_panel_edit.js                                                      |    28 +++++++++++++--------
 devtools/client/inspector/rules/test/browser_rules_class_panel_invalid_nodes.js                                             |    10 +++++---
 devtools/client/inspector/rules/test/browser_rules_class_panel_mutation.js                                                  |    30 +++++++++++-----------
 devtools/client/inspector/rules/test/browser_rules_class_panel_state_preserved.js                                           |    13 +++++++---
 devtools/client/inspector/rules/test/browser_rules_class_panel_toggle.js                                                    |    17 ++++++++++---
 devtools/client/inspector/rules/test/browser_rules_colorUnit.js                                                             |    29 +++++++++++++--------
 devtools/client/inspector/rules/test/browser_rules_colorpicker-and-image-tooltip_01.js                                      |    12 ++++++---
 devtools/client/inspector/rules/test/browser_rules_colorpicker-and-image-tooltip_02.js                                      |    14 ++++++-----
 devtools/client/inspector/rules/test/browser_rules_colorpicker-appears-on-swatch-click.js                                   |     8 +++---
 devtools/client/inspector/rules/test/browser_rules_colorpicker-commit-on-ENTER.js                                           |    46 +++++++++++++++++++++++-----------
 devtools/client/inspector/rules/test/browser_rules_colorpicker-edit-gradient.js                                             |    20 +++++++++------
 devtools/client/inspector/rules/test/browser_rules_colorpicker-hides-element-picker.js                                      |     3 +--
 devtools/client/inspector/rules/test/browser_rules_colorpicker-hides-on-tooltip.js                                          |    12 ++++++---
 devtools/client/inspector/rules/test/browser_rules_colorpicker-multiple-changes.js                                          |    50 +++++++++++++++++++++++--------------
 devtools/client/inspector/rules/test/browser_rules_colorpicker-release-outside-frame.js                                     |    35 ++++++++++++++++++--------
 devtools/client/inspector/rules/test/browser_rules_colorpicker-revert-on-ESC.js                                             |    44 ++++++++++++++++++++++----------
 devtools/client/inspector/rules/test/browser_rules_colorpicker-swatch-displayed.js                                          |    24 ++++++++++--------
 devtools/client/inspector/rules/test/browser_rules_completion-existing-property_01.js                                       |    27 +++++++++++---------
 devtools/client/inspector/rules/test/browser_rules_completion-existing-property_02.js                                       |    29 ++++++++++++---------
 devtools/client/inspector/rules/test/browser_rules_completion-new-property_01.js                                            |    20 +++++++++------
 devtools/client/inspector/rules/test/browser_rules_completion-new-property_02.js                                            |    29 ++++++++++++---------
 devtools/client/inspector/rules/test/browser_rules_completion-new-property_03.js                                            |    11 +++++---
 devtools/client/inspector/rules/test/browser_rules_completion-new-property_04.js                                            |    28 ++++++++++++---------
 devtools/client/inspector/rules/test/browser_rules_completion-new-property_multiline.js                                     |    35 +++++++++++++++++---------
 devtools/client/inspector/rules/test/browser_rules_completion-popup-hidden-after-navigation.js                              |     7 +++---
 devtools/client/inspector/rules/test/browser_rules_computed-lists_01.js                                                     |    40 +++++++++++++++++++----------
 devtools/client/inspector/rules/test/browser_rules_computed-lists_02.js                                                     |    41 +++++++++++++++++++-----------
 devtools/client/inspector/rules/test/browser_rules_content_01.js                                                            |    44 ++++++++++++++++++++++----------
 devtools/client/inspector/rules/test/browser_rules_content_02.js                                                            |    44 ++++++++++++++++++++++----------
 devtools/client/inspector/rules/test/browser_rules_copy_styles.js                                                           |   247 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------------------------
 devtools/client/inspector/rules/test/browser_rules_cssom.js                                                                 |     8 ++++--
 devtools/client/inspector/rules/test/browser_rules_cubicbezier-appears-on-swatch-click.js                                   |    32 ++++++++++++++++--------
 devtools/client/inspector/rules/test/browser_rules_cubicbezier-commit-on-ENTER.js                                           |    41 +++++++++++++++++++++---------
 devtools/client/inspector/rules/test/browser_rules_cubicbezier-revert-on-ESC.js                                             |    37 +++++++++++++++++++--------
 devtools/client/inspector/rules/test/browser_rules_custom.js                                                                |    44 ++++++++++++++++++++++----------
 devtools/client/inspector/rules/test/browser_rules_cycle-angle.js                                                           |    59 +++++++++++++++++++++++++++----------------
 devtools/client/inspector/rules/test/browser_rules_cycle-color.js                                                           |   144 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------
 devtools/client/inspector/rules/test/browser_rules_edit-display-grid-property.js                                            |     2 +-
 devtools/client/inspector/rules/test/browser_rules_edit-property-cancel.js                                                  |    38 +++++++++++++++++-----------
 devtools/client/inspector/rules/test/browser_rules_edit-property-click.js                                                   |     2 +-
 devtools/client/inspector/rules/test/browser_rules_edit-property-commit.js                                                  |    38 +++++++++++++++++-----------
 devtools/client/inspector/rules/test/browser_rules_edit-property-computed.js                                                |    57 ++++++++++++++++++++++++++++--------------
 devtools/client/inspector/rules/test/browser_rules_edit-property-increments.js                                              |   387 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------
 devtools/client/inspector/rules/test/browser_rules_edit-property-order.js                                                   |   110 +++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------
 devtools/client/inspector/rules/test/browser_rules_edit-property-remove_01.js                                               |    30 ++++++++++++++--------
 devtools/client/inspector/rules/test/browser_rules_edit-property-remove_02.js                                               |    30 ++++++++++++++--------
 devtools/client/inspector/rules/test/browser_rules_edit-property-remove_03.js                                               |    44 +++++++++++++++++++-------------
 devtools/client/inspector/rules/test/browser_rules_edit-property-remove_04.js                                               |     2 +-
 devtools/client/inspector/rules/test/browser_rules_edit-property_01.js                                                      |    50 ++++++++++++++++++++++---------------
 devtools/client/inspector/rules/test/browser_rules_edit-property_02.js                                                      |    61 ++++++++++++++++++++++++++++++---------------
 devtools/client/inspector/rules/test/browser_rules_edit-property_03.js                                                      |    12 +++++----
 devtools/client/inspector/rules/test/browser_rules_edit-property_04.js                                                      |    44 ++++++++++++++++++++------------
 devtools/client/inspector/rules/test/browser_rules_edit-property_05.js                                                      |    22 ++++++++++------
 devtools/client/inspector/rules/test/browser_rules_edit-property_06.js                                                      |    44 ++++++++++++++++++++++----------
 devtools/client/inspector/rules/test/browser_rules_edit-property_07.js                                                      |    37 +++++++++++++++++++--------
 devtools/client/inspector/rules/test/browser_rules_edit-property_08.js                                                      |    20 +++++++++------
 devtools/client/inspector/rules/test/browser_rules_edit-property_09.js                                                      |    24 ++++++++++++------
 devtools/client/inspector/rules/test/browser_rules_edit-selector-click-on-scrollbar.js                                      |    29 +++++++++++++--------
 devtools/client/inspector/rules/test/browser_rules_edit-selector-click.js                                                   |    48 +++++++++++++++++++++++++----------
 devtools/client/inspector/rules/test/browser_rules_edit-selector-commit.js                                                  |    66 +++++++++++++++++++++++++++++++-----------------
 devtools/client/inspector/rules/test/browser_rules_edit-selector_01.js                                                      |    15 +++++++----
 devtools/client/inspector/rules/test/browser_rules_edit-selector_02.js                                                      |    23 ++++++++++-------
 devtools/client/inspector/rules/test/browser_rules_edit-selector_03.js                                                      |    22 ++++++++++------
 devtools/client/inspector/rules/test/browser_rules_edit-selector_04.js                                                      |    21 ++++++++++------
 devtools/client/inspector/rules/test/browser_rules_edit-selector_05.js                                                      |    15 +++++++----
 devtools/client/inspector/rules/test/browser_rules_edit-selector_06.js                                                      |    38 +++++++++++++++++-----------
 devtools/client/inspector/rules/test/browser_rules_edit-selector_07.js                                                      |    15 +++++++----
 devtools/client/inspector/rules/test/browser_rules_edit-selector_08.js                                                      |    24 ++++++++++++------
 devtools/client/inspector/rules/test/browser_rules_edit-selector_09.js                                                      |    38 ++++++++++++++++++----------
 devtools/client/inspector/rules/test/browser_rules_edit-selector_10.js                                                      |     8 ++++--
 devtools/client/inspector/rules/test/browser_rules_edit-selector_11.js                                                      |     8 ++++--
 devtools/client/inspector/rules/test/browser_rules_edit-selector_12.js                                                      |     8 ++++--
 devtools/client/inspector/rules/test/browser_rules_edit-value-after-name_01.js                                              |    44 +++++++++++++++++++++-----------
 devtools/client/inspector/rules/test/browser_rules_edit-value-after-name_02.js                                              |    30 +++++++++++++++-------
 devtools/client/inspector/rules/test/browser_rules_edit-value-after-name_03.js                                              |    28 ++++++++++++++-------
 devtools/client/inspector/rules/test/browser_rules_edit-value-after-name_04.js                                              |    32 +++++++++++++++++-------
 devtools/client/inspector/rules/test/browser_rules_editable-field-focus_01.js                                               |    44 ++++++++++++++++++++++----------
 devtools/client/inspector/rules/test/browser_rules_editable-field-focus_02.js                                               |    58 +++++++++++++++++++++++++++++++-----------
 devtools/client/inspector/rules/test/browser_rules_eyedropper.js                                                            |    42 +++++++++++++++++++++----------
 devtools/client/inspector/rules/test/browser_rules_filtereditor-appears-on-swatch-click.js                                  |    15 +++++++----
 devtools/client/inspector/rules/test/browser_rules_filtereditor-commit-on-ENTER.js                                          |    16 ++++++++----
 devtools/client/inspector/rules/test/browser_rules_filtereditor-revert-on-ESC.js                                            |    24 ++++++++++++------
 devtools/client/inspector/rules/test/browser_rules_flexbox-highlighter-on-mutation.js                                       |     4 +--
 devtools/client/inspector/rules/test/browser_rules_flexbox-highlighter-on-navigate.js                                       |     4 +--
 devtools/client/inspector/rules/test/browser_rules_flexbox-highlighter-on-reload.js                                         |     8 +++---
 devtools/client/inspector/rules/test/browser_rules_flexbox-highlighter-restored-after-reload.js                             |    11 +++++---
